場コード,年,回,日,R,馬番,血統登録番号,馬名,ＩＤＭ,騎手指数,情報指数,予備1,予備2,予備3,総合指数,脚質,距離適性,上昇度,ローテーション,基準オッズ,基準人気順位,基準複勝オッズ,基準複勝人気順位,特定情報◎,特定情報○,特定情報▲,特定情報△,特定情報×,総合情報◎,総合情報○,総合情報▲,総合情報△,総合情報×,人気指数,調教指数,厩舎指数,調教矢印コード,厩舎評価コード,騎手期待連対率,激走指数,蹄コード,重適正コード,クラスコード,予備,ブリンカー,騎手名,負担重量,見習い区分,調教師名,調教師所属,前走1競走成績キー,前走2競走成績キー,前走3競走成績キー,前走4競走成績キー,前走5競走成績キー,前走1レースキー,前走2レースキー,前走3レースキー,前走4レースキー,前走5レースキー,枠番,総合印,ＩＤＭ印,情報印,騎手印,厩舎印,調教印,激走印,芝適性コード,ダ適性コード,騎手コード,調教師コード,獲得賞金,収得賞金,条件クラス,テン指数,ペース指数,上がり指数,位置指数,ペース予想,道中順位,道中差,道中内外,後3Ｆ順位,後3Ｆ差,後3Ｆ内外,ゴール順位,ゴール差,ゴール内外,展開記号,距離適性2,枠確定馬体重,枠確定馬体重増減,取消フラグ,性別コード,馬主名,馬主会コード,馬記号コード,激走順位,LS指数順位,テン指数順位,ペース指数順位,上がり指数順位,位置指数順位,騎手期待単勝率,騎手期待3着内率,輸送区分,走法,体型,体型総合1,体型総合2,体型総合3,馬特記1,馬特記2,馬特記3,馬スタート指数,馬出遅率,参考前走,参考前走騎手コード,万券指数,万券印,降級フラグ,激走タイプ,休養理由分類コード,フラグ,入厩何走目,入厩年月日,入厩何日前,放牧先,放牧先ランク,厩舎ランク,改行,年月日,race_key
8,25,4,5,7,5,21105857,ウィンターガーデン,37.0,0.9,0.0,0.0,0.0,0.0,37.9,3,2.0,3.0,9.0,11.0,4,2.6,4,,,,,2.0,,1.0,1.0,2.0,23.0,31.0,-8.9,-1.5,3,3,15.4,199,10.0,2.0,35.0,,3,Ｃ．ルメール,560,,武幸四郎,栗東,2110585720250915.0,2110585720250830.0,2110585720250628.0,2110585720250427.0,2110585720250215.0,9254507.0,7254307.0,10252108.0,8252208.0,10251707.0,3,,,,4.0,,,,3,2,70234,10469,2143.0,400.0,1,-22.7,-10.6,-2.3,-11.8,H,11.0,19.0,3.0,16.0,18.0,2.0,9.0,10.0,5.0,0,,,,,2,Lbgt@[@@@@@@@@@@,2.0,0,4.0,5.0,15.0,16.0,4.0,16.0,6.6,25.3,2,,2222222221222222,162.0,,,371.0,120.0,144.0,0.0,11.0,12.0,10355,50,6.0,0,,,000009,1,20251108,14.0,ノーザンファームしがらき,A,3,,20251122,08_4_5_07
8,25,4,5,7,6,21100604,ナムラルッコラ,50.0,1.6,2.8,0.0,0.0,0.0,54.4,1,2.0,3.0,3.0,5.3,3,1.7,3,,3.0,,1.0,1.0,5.0,24.0,10.0,14.0,10.0,339.0,13.5,15.6,3,2,27.7,154,10.0,2.0,34.0,,,田口貫太,560,,大橋勇樹,栗東,2110060420251026.0,2110060420251004.0,2110060420250607.0,2110060420250524.0,2110060420250209.0,8253907.0,8253104.0,9253108.0,8252908.0,8251407.0,3,2.0,1.0,2.0,3.0,2.0,3.0,,,3,10628,10375,846.0,400.0,1,-8.0,-0.3,-0.2,-0.8,H,2.0,6.0,2.0,2.0,5.0,2.0,1.0,,2.0,3,,,,,2,奈村　睦弘氏,8.0,0,10.0,2.0,4.0,8.0,2.0,1.0,13.3,40.9,2,,2222222222112233,162.0,,,78.0,153.0,87.0,0.0,6.0,1.0,10628,43,8.0,0,,,000000,3,20250912,,三重ホーストレーニングセンター,B,5,,20251122,08_4_5_07
8,25,4,5,7,7,22106663,バレンシア,40.0,0.2,0.1,0.0,0.0,0.0,40.3,4,2.0,3.0,3.0,38.1,12,7.1,12,,,1.0,,,1.0,,1.0,2.0,19.0,31.0,-5.3,8.0,3,3,3.4,173,10.0,1.0,35.0,,,高杉吏麒,540,,笹田和秀,栗東,2210666320251025.0,2210666320250915.0,2210666320250823.0,2210666320250802.0,2210666320250713.0,4254305.0,9254507.0,7254108.0,7253311.0,10252607.0,4,,,6.0,,4.0,,,3,2,10633,10413,1360.0,400.0,1,-19.4,-1.6,-7.9,-7.0,H,12.0,19.0,4.0,11.0,14.0,3.0,11.0,15.0,2.0,0,,,,,2,ノースヒルズ,8.0,0,8.0,5.0,12.0,9.0,8.0,9.0,1.3,6.7,2,,3222122222222222,,,,131.0,153.0,39.0,-0.1,22.0,1.0,10578,39,,0,,,000001,6,20250620,,大山ヒルズ,A,5,,20251122,08_4_5_07
8,25,4,5,7,8,22104963,マテンロウシルビア,42.4,0.4,0.5,0.0,0.0,0.0,43.3,3,2.0,3.0,24.0,20.4,8,4.2,8,,,1.0,,3.0,1.0,1.0,3.0,3.0,21.0,56.0,1.5,4.0,3,3,6.3,195,10.0,3.0,35.0,,,岩田望来,540,,四位洋文,栗東,2210496320250601.0,2210496320250517.0,2210496320250315.0,2210496320241214.0,2210496320241012.0,,8252702.0,9251505.0,8247507.0,8245305.0,4,,,5.0,,6.0,6.0,1.0,3,2,10594,10493,796.0,400.0,1,-18.4,0.0,-8.0,-7.1,H,10.0,17.0,3.0,9.0,12.0,3.0,7.0,8.0,3.0,4,,,,,2,寺田　千代乃氏,8.0,0,5.0,3.0,9.0,7.0,9.0,10.0,2.4,11.5,2,,2222222222221222,,,,890.0,,,0.0,20.0,1.0,10460,53,5.0,0,A2,1.0,001001,1,20251030,23.0,ノーザンファームしがらき,A,1,,20251122,08_4_5_07
8,25,4,5,7,9,22105058,ヴァンアグレアブル,49.0,3.1,4.1,0.0,0.0,0.0,56.2,1,2.0,3.0,5.0,2.6,1,1.3,1,5.0,,,,,43.0,14.0,4.0,2.0,2.0,709.0,20.5,22.4,2,2,52.9,239,18.0,2.0,34.0,,,Ｃ．デムーロ,540,,橋口慎介,栗東,2210505820251013.0,2210505820250727.0,2210505820250607.0,2210505820250511.0,2210505820250406.0,8253504.0,7253209.0,9253108.0,8252606.0,9252405.0,5,1.0,2.0,1.0,1.0,1.0,1.0,,,2,70298,10463,1800.0,400.0,1,-8.2,2.7,-4.8,-1.7,H,3.0,9.0,2.0,3.0,6.0,3.0,2.0,,3.0,1,,,,,2,吉田　勝己氏,1.0,0,2.0,4.0,5.0,3.0,5.0,4.0,31.9,66.4,2,,2221212222222222,,,,,,,-0.7,44.0,1.0,30468,47,7.0,0,,,000009,1,20251107,15.0,ノーザンファームしがらき,A,5,,20251122,08_4_5_07
8,25,4,5,7,10,22105343,デルマサクラサク,47.0,0.4,0.0,0.0,0.0,0.0,47.4,4,2.0,3.0,3.0,28.3,10,5.5,10,,,,,1.0,2.0,,1.0,4.0,26.0,53.0,0.1,-14.8,3,3,6.3,187,19.0,2.0,35.0,,3,吉村誠之助,530,1.0,牧田和弥,栗東,2210534320251026.0,2210534320250817.0,2210534320250705.0,2210534320250622.0,2210534320250223.0,8253907.0,1251808.0,2251712.0,2251412.0,8251806.0,5,5.0,4.0,,,,,,,2,10636,10432,1230.0,400.0,1,-20.7,-8.0,4.0,-7.8,H,14.0,21.0,3.0,14.0,16.0,4.0,8.0,8.0,5.0,2,,,,,2,浅沼　廣幸氏,1.0,0,7.0,5.0,13.0,14.0,1.0,12.0,2.4,11.5,2,,2222222222222222,,,,360.0,733.0,,-0.1,11.0,1.0,10636,59,3.0,0,A4,,000000,1,20251108,14.0,グリーンウッド・トレーニング,B,6,,20251122,08_4_5_07
8,25,4,5,7,11,21103841,ニホンピロマリンバ,25.0,0.1,-1.0,0.0,0.0,0.0,24.1,3,2.0,3.0,3.0,63.2,15,11.1,15,,,,,,,,,,,,-11.3,-20.0,3,3,1.8,171,10.0,1.0,35.0,,,国分優作,560,,安達昭夫,栗東,2110384120251026.0,2110384120250524.0,2110384120250504.0,2110384120250330.0,2110384120250215.0,8253907.0,8252908.0,8252406.0,9252204.0,8251508.0,6,,,,,,,,3,2,10545,10355,870.0,400.0,1,-14.0,-4.8,-18.2,-6.4,H,7.0,15.0,2.0,8.0,12.0,2.0,14.0,21.0,1.0,0,,,,,2,小林　英一氏,1.0,0,9.0,5.0,8.0,11.0,15.0,7.0,0.6,3.6,2,,3212322321222233,,,,151.0,37.0,889.0,-0.5,27.0,13.0,10574,40,,0,B1,,000001,2,20250913,,アカデミー牧場,D,7,,20251122,08_4_5_07
8,25,4,5,7,12,22100358,アイブリンク,45.7,0.7,0.0,0.0,0.0,0.0,46.4,3,2.0,3.0,13.0,14.9,5,3.2,5,,1.0,,,2.0,4.0,4.0,4.0,7.0,24.0,98.0,2.5,-11.8,2,3,11.6,192,10.0,3.0,35.0,,,松山弘平,540,,大久保龍志,栗東,2210035820250817.0,2210035820250720.0,2210035820250510.0,2210035820250413.0,2210035820250111.0,7253805.0,10252803.0,8252501.0,9252601.0,7251312.0,6,6.0,5.0,,5.0,,5.0,1.0,3,2,10546,10368,728.0,400.0,1,-13.3,-5.5,-1.4,-11.6,H,8.0,15.0,3.0,10.0,14.0,2.0,5.0,7.0,4.0,3,,,,,2,中辻　明氏,8.0,0,6.0,1.0,7.0,12.0,3.0,15.0,4.9,19.5,2,,3222222222222222,162.0,,,39.0,102.0,162.0,-0.2,33.0,1.0,10574,62,2.0,0,A3,1.0,001001,1,20251025,28.0,チャンピオンヒルズ,A,1,,20251122,08_4_5_07
8,25,4,5,7,13,22100101,アレーティア,44.0,0.4,0.0,0.0,0.0,0.0,44.4,2,2.0,3.0,5.0,27.4,9,5.3,9,,,,,3.0,,2.0,2.0,8.0,22.0,51.0,-4.7,-1.3,3,3,6.9,246,10.0,3.0,35.0,,,北村友一,540,,田中克典,栗東,2210010120251013.0,2210010120250629.0,2210010120250614.0,2210010120250531.0,2210010120250518.0,8253507.0,2251608.0,2251102.0,,8252802.0,7,7.0,,,,,,1.0,,2,10522,10489,1060.0,400.0,1,3.6,12.7,-19.7,-0.9,H,1.0,,2.0,1.0,,2.0,4.0,6.0,1.0,0,,,,,2,水上　行雄氏,5.0,0,1.0,5.0,1.0,1.0,16.0,2.0,3.0,13.1,2,,2222222222112233,,,,120.0,398.0,,-0.3,0.0,1.0,10522,69,1.0,0,A1,,000000,1,20251107,15.0,吉澤ステーブルＷＥＳＴ,B,3,,20251122,08_4_5_07
8,25,4,5,7,14,22103193,メイショウバスク,40.0,0.1,0.0,0.0,0.0,0.0,40.1,3,5.0,3.0,1.0,79.1,16,13.7,16,,,,,,,,,,,,-11.3,-7.5,3,3,1.8,105,10.0,2.0,35.0,,,加藤祥太,540,,梅田智之,栗東,2210319320251108.0,2210319320251025.0,2210319320250625.0,2210319320250413.0,2210319320250322.0,8254107.0,4254304.0,,3251201.0,9251701.0,7,,,,,,,,3,2,10579,10394,696.0,400.0,1,-7.2,0.5,-14.1,-5.3,H,4.0,10.0,3.0,6.0,9.0,4.0,13.0,19.0,3.0,0,,,,,2,松本　好隆氏,9.0,0,15.0,5.0,3.0,6.0,13.0,6.0,0.6,3.6,2,,2122322222222222,,,,146.0,39.0,481.0,0.6,10.0,1.0,10579,21,,0,,,010000,3,20251002,,吉澤ステーブルＷＥＳＴ,B,8,,20251122,08_4_5_07
8,25,4,5,7,15,22101580,ビジュードネージュ,30.0,0.2,-1.0,0.0,0.0,0.0,29.2,3,,3.0,8.0,36.3,11,6.8,11,,,,,1.0,,,1.0,1.0,5.0,5.0,-8.9,-13.2,3,3,3.4,105,23.0,3.0,18.0,,3,西村淳也,540,,高柳大輔,栗東,2210158020250917.0,2210158020250809.0,2210158020250720.0,2210158020250503.0,2210158020250413.0,,1251506.0,,8252301.0,6253606.0,8,,,,,,,,3,3,10591,10468,529.0,400.0,1,-19.1,-6.6,-17.3,-10.1,H,15.0,21.0,4.0,15.0,17.0,5.0,16.0,33.0,4.0,0,,,,,2,フォレストレーシング,,0,15.0,5.0,10.0,13.0,14.0,14.0,1.3,6.7,2,,2322222222332133,162.0,,,215.0,114.0,120.0,-0.7,11.0,2.0,70358,21,,0,,,101009,1,20251107,15.0,吉澤ステーブルＷＥＳＴ,B,3,,20251122,08_4_5_07
8,25,4,5,7,16,21100680,ベレニーチェ,48.0,0.2,0.0,0.0,0.0,0.0,48.2,3,5.0,3.0,1.0,47.9,13,8.8,13,,,,,1.0,,1.0,1.0,,10.0,14.0,-8.8,-7.5,3,3,3.4,111,11.0,2.0,35.0,,3,古川奈穂,530,3.0,武英智,栗東,2110068020251108.0,2110068020251019.0,2110068020250419.0,2110068020250405.0,2110068020250323.0,8254107.0,8253703.0,9252712.0,9252307.0,7252406.0,8,4.0,3.0,,,,,,3,2,10610,10470,2454.0,400.0,1,-5.5,0.7,-5.9,-7.2,H,5.0,10.0,4.0,7.0,9.0,5.0,10.0,13.0,4.0,0,,,,,2,ntl`@@@@@@@@@@@@@@@,,0,14.0,5.0,2.0,5.0,6.0,11.0,1.3,6.7,2,,2222222122221122,162.0,,,370.0,54.0,37.0,-0.6,25.0,1.0,10610,22,,0,,,000000,3,20251005,,キャニオンファーム土山,B,2,,20251122,08_4_5_07
8,25,4,5,8,1,21103939,スマートプレシャス,40.0,0.2,0.0,0.0,0.0,0.0,40.2,1,5.0,3.0,8.0,37.8,11,7.3,11,,,,,2.0,,1.0,,,8.0,19.0,-0.6,-7.5,3,3,3.4,217,23.0,1.0,32.0,,2,吉村誠之助,550,1.0,中村直也,栗東,2110393920250921.0,2110393920250712.0,2110393920250511.0,2110393920250427.0,2110393920250301.0,6254712.0,10252510.0,4251410.0,3251610.0,9251108.0,1,,,,,,,1.0,3,2,10636,10495,2476.0,900.0,2,-0.4,15.2,-28.9,0.7,H,3.0,3.0,2.0,2.0,,3.0,14.0,23.0,2.0,1,2.0,,,,2,大川　徹氏,7.0,0,3.0,5.0,4.0,1.0,16.0,1.0,1.3,6.7,2,,2223132222332233,,,,45.0,162.0,120.0,0.9,0.0,12.0,10617,45,8.0,0,A2,,000009,1,20251105,17.0,チャンピオンヒルズ,A,3,,20251122,08_4_5_08
8,25,4,5,8,2,21104424,グラティアスミノル,42.0,0.1,0.0,0.0,0.0,0.0,42.1,3,5.0,3.0,5.0,52.8,13,9.9,13,,,,,1.0,,,,,3.0,3.0,-6.9,-14.9,3,3,1.8,207,22.0,3.0,32.0,,3,亀田温心,580,,北出成人,栗東,2110442420251012.0,2110442420250726.0,2110442420250419.0,2110442420250330.0,2110442420250316.0,5254412.0,7253106.0,9252709.0,7252609.0,7252212.0,1,,,,,,,,,2,10596,10388,1952.0,900.0,2,-9.9,-2.3,-5.6,-12.4,H,13.0,13.0,2.0,15.0,12.0,2.0,10.0,15.0,3.0,0,2.0,,,,1,吉岡　輝美氏,10.0,0,6.0,5.0,14.0,14.0,7.0,15.0,0.6,3.6,2,,2212122211322212,,,,162.0,797.0,234.0,-0.4,62.0,1.0,10596,47,7.0,0,B1,,000000,1,20251111,11.0,宇治田原優駿ステーブル,A,5,,20251122,08_4_5_08
8,25,4,5,8,3,19103517,ディージェーサン,42.0,0.1,-1.0,0.0,0.0,0.0,41.1,4,,3.0,4.0,69.7,14,12.5,14,,,,,,,,,,1.0,1.0,-11.2,-10.6,3,3,1.8,84,4.0,3.0,32.0,,,河原田菜々,520,4.0,堀内岳志,美浦,1910351720251018.0,1910351720250831.0,1910351720250621.0,1910351720250615.0,1910351720250524.0,5254612.0,4253412.0,2251311.0,2251211.0,4251711.0,2,,,,,,,,2,3,10624,10498,2954.0,950.0,2,-9.7,-1.8,-6.2,-8.7,H,14.0,15.0,2.0,13.0,11.0,3.0,12.0,20.0,1.0,0,,,,,2,ドリームジャパンホースレーシング,6.0,5,16.0,5.0,13.0,12.0,10.0,14.0,0.6,3.6,3,,3333332222333322,,,,874.0,151.0,809.0,-0.3,6.0,1.0,10500,21,,0,,,000001,1,20251111,11.0,エスティファーム小見川,C,8,,20251122,08_4_5_08
8,25,4,5,8,4,21110161,セントラルヴァレー,46.9,0.8,1.3,0.0,0.0,0.0,49.0,2,1.0,3.0,1.0,15.8,6,3.5,6,,,,,5.0,,3.0,6.0,3.0,39.0,91.0,7.3,6.8,3,3,13.0,193,3.0,1.0,32.0,,3,池添謙一,580,,栗田徹,美浦,2111016120251109.0,2111016120250823.0,2111016120250622.0,2111016120250315.0,2111016120250223.0,5255208.0,4253109.0,5253609.0,7252109.0,8251812.0,2,6.0,,5.0,5.0,6.0,4.0,,,2,10455,10436,4430.0,900.0,2,-6.1,3.3,-6.1,-4.7,H,6.0,6.0,2.0,6.0,5.0,2.0,7.0,11.0,3.0,0,5.0,,,,3,Ｙ’ｓレーシング,,6,8.0,5.0,8.0,5.0,9.0,6.0,6.0,21.1,3,,2222122122221233,162.0,,,115.0,162.0,351.0,-0.3,29.0,1.0,10455,53,5.0,0,,,000000,2,20251015,,エスティファーム小見川,C,3,,20251122,08_4_5_08
8,25,4,5,8,5,20101833,イナフセド,35.0,0.1,0.0,0.0,0.0,0.0,35.1,2,1.0,3.0,4.0,72.9,16,13.0,16,,,,,,,,,1.0,3.0,4.0,-9.0,-10.2,3,3,1.8,152,10.0,1.0,32.0,,,川端海翼,550,3.0,小林真也,栗東,2010183320251018.0,2010183320250809.0,2010183320250719.0,2010183320250510.0,2010183320250419.0,4254110.0,4252510.0,3252710.0,4251308.0,3251308.0,3,,,,,,,,2,2,10615,10494,2141.0,760.0,2,-2.8,-1.0,-11.4,-5.0,H,7.0,7.0,3.0,7.0,6.0,3.0,15.0,25.0,3.0,0,,,,,1,ゴドルフィン,1.0,5,12.0,5.0,5.0,10.0,13.0,7.0,0.6,3.6,2,,2333222222332323,,,,120.0,62.0,56.0,0.0,0.0,13.0,10598,34,,0,B2,,000009,1,20251031,22.0,ダーレー・ジャパン岡山,A,2,,20251122,08_4_5_08
8,25,4,5,8,6,22100321,リメンバーヒム,49.1,0.5,1.5,0.0,0.0,0.0,51.1,3,5.0,3.0,8.0,16.0,7,3.5,7,,,1.0,2.0,1.0,4.0,2.0,12.0,6.0,29.0,118.0,0.1,17.4,3,3,9.2,173,10.0,1.0,32.0,,,高杉吏麒,570,,浜田多実雄,栗東,2210032120250921.0,2210032120250906.0,2210032120250622.0,2210032120250608.0,2210032120250518.0,9254712.0,9254112.0,9253601.0,9253203.0,8252801.0,3,4.0,4.0,4.0,,2.0,,,,2,10633,10447,2148.0,900.0,2,-8.6,-5.8,3.1,-6.6,H,12.0,12.0,3.0,12.0,10.0,4.0,6.0,7.0,5.0,2,,,,,1,宮田　美恵子氏,6.0,0,11.0,1.0,12.0,15.0,1.0,9.0,3.8,16.4,2,,2222222221222222,162.0,,,162.0,,,0.0,30.0,12.0,10636,59,3.0,0,,,000009,1,20251101,21.0,キャニオンファーム土山,B,5,,20251122,08_4_5_08
8,25,4,5,8,7,21106757,リネアグローリア,48.0,0.7,1.0,0.0,0.0,0.0,49.7,3,5.0,3.0,6.0,14.3,5,3.2,5,,,1.0,2.0,1.0,4.0,2.0,5.0,16.0,27.0,98.0,2.7,8.6,3,3,11.6,185,23.0,1.0,32.0,,,岩田望来,580,,小崎憲,栗東,2110675720251005.0,2110675720250921.0,2110675720250608.0,2110675720250405.0,2110675720250315.0,8253208.0,9254712.0,9253210.0,9252312.0,9251507.0,4,5.0,5.0,,6.0,4.0,5.0,,,2,10594,10395,3398.0,900.0,2,-7.8,-1.7,0.8,-7.2,H,11.0,11.0,2.0,11.0,9.0,2.0,5.0,5.0,4.0,3,2.0,,,,1,中村　忠彦氏,8.0,0,10.0,5.0,11.0,11.0,3.0,13.0,4.9,19.5,2,,2222113222211223,162.0,,,437.0,209.0,96.0,0.0,6.0,12.0,10457,61,2.0,0,,,000001,1,20251031,22.0,大山ヒルズ,A,7,,20251122,08_4_5_08
8,25,4,5,8,8,20101575,サザーランド,40.8,0.8,1.1,0.0,0.0,0.0,42.7,2,5.0,3.0,23.0,13.0,4,3.0,4,,,,,3.0,4.0,1.0,4.0,4.0,27.0,177.0,1.4,10.8,3,3,13.4,138,10.0,2.0,32.0,,,橋木太希,530,3.0,小林真也,栗東,2010157520250608.0,2010157520250316.0,2010157520250223.0,2010157520250202.0,2010157520241201.0,9253210.0,9251612.0,8251812.0,8251208.0,8247208.0,4,,,6.0,4.0,3.0,6.0,,2,2,10635,10494,3633.0,900.0,2,1.0,-0.5,-6.5,-1.1,H,4.0,4.0,3.0,4.0,3.0,2.0,9.0,14.0,2.0,4,,,,,2,q@@@@@@@@@@@@@@,2.0,0,14.0,2.0,1.0,9.0,11.0,4.0,6.0,22.5,2,,2333232222332233,,,,62.0,152.0,333.0,0.1,5.0,12.0,10558,38,,0,,1.0,000001,1,20251028,25.0,ドラゴンファーム,C,2,,20251122,08_4_5_08
8,25,4,5,8,9,21105958,ブリーズオンチーク,38.0,0.6,0.0,0.0,0.0,0.0,38.6,3,5.0,3.0,4.0,18.0,8,3.9,8,,,1.0,,,,1.0,2.0,,13.0,55.0,0.5,-9.2,2,3,9.4,209,12.0,2.0,32.0,,1,和田竜二,560,,高野友和,栗東,2110595820251018.0,2110595820250420.0,2110595820250125.0,2110595820241103.0,2110595820241006.0,8253609.0,9252812.0,7251808.0,8246208.0,8245208.0,5,,,,,,,1.0,3,2,10438,10426,1870.0,900.0,2,-7.1,0.9,-10.8,-7.1,H,8.0,7.0,4.0,9.0,7.0,4.0,11.0,16.0,4.0,0,2.0,,,,2,VLs^@@@@@@@@@@@@,5.0,0,4.0,5.0,9.0,8.0,12.0,12.0,3.3,15.7,2,,2222222222332222,162.0,,,151.0,340.0,39.0,-0.1,17.0,1.0,10564,50,6.0,0,A3,,000001,2,20250924,,ノーザンファームしがらき,A,2,,20251122,08_4_5_08
8,25,4,5,8,10,21103287,アレ,51.1,3.2,4.3,0.0,0.0,0.0,58.6,3,5.0,3.0,3.0,2.8,1,1.3,1,3.0,2.0,,,,27.0,23.0,5.0,5.0,4.0,595.0,22.6,22.1,2,3,56.0,208,10.0,1.0,32.0,,,川田将雅,580,,中内田充正,栗東,2110328720251026.0,2110328720250921.0,2110328720240518.0,2110328720240217.0,2110328720240127.0,8253912.0,9254712.0,8243906.0,8242703.0,8242104.0,5,1.0,3.0,1.0,1.0,1.0,1.0,,,2,10512,10446,1975.0,900.0,2,-6.0,1.2,-0.7,-6.8,H,10.0,10.0,3.0,10.0,8.0,3.0,2.0,2.0,5.0,0,,,,,1,寺田　秀樹氏,8.0,0,5.0,3.0,7.0,7.0,5.0,10.0,37.3,68.0,2,,2222222222222222,,,,150.0,,,0.0,0.0,1.0,10591,42,,0,,,000009,3,20250802,,信楽牧場,C,1,,20251122,08_4_5_08
8,25,4,5,8,11,20102881,プリンスノット,43.0,0.1,-1.0,0.0,0.0,0.0,42.1,4,1.0,3.0,22.0,71.0,15,12.7,15,,,,,,,,,,2.0,,-11.3,-10.2,3,3,1.8,133,3.0,1.0,12.0,,,菱田裕二,580,,小椋研介,栗東,2010288120250615.0,2010288120250518.0,2010288120250503.0,2010288120250316.0,2010288120250301.0,9253409.0,8252812.0,8252308.0,7252212.0,9251107.0,6,,,,,,,,3,2,10564,10506,1940.0,900.0,2,-14.2,-16.2,2.0,-12.5,H,16.0,16.0,3.0,16.0,16.0,2.0,13.0,21.0,2.0,3,,,,,1,m}fB[Tubh[VO@,2.0,0,15.0,5.0,16.0,16.0,2.0,16.0,0.6,3.6,2,,2333212222222233,162.0,,,59.0,729.0,162.0,0.0,0.0,23.0,30182,37,,0,,1.0,100009,1,20251030,23.0,吉澤ステーブルＷＥＳＴ,B,6,,20251122,08_4_5_08
8,25,4,5,8,12,21102754,ランスオブセヘル,54.0,2.4,1.8,0.0,0.0,0.0,58.2,2,1.0,3.0,1.0,3.9,2,1.5,2,,2.0,1.0,,1.0,10.0,19.0,12.0,15.0,6.0,365.0,14.1,3.8,3,3,39.5,186,10.0,1.0,32.0,,,Ｃ．ルメール,560,,奥村豊,栗東,2110275420251108.0,2110275420250531.0,2110275420250510.0,2110275420250329.0,2110275420250323.0,8254107.0,,4251308.0,7252512.0,7252406.0,6,2.0,1.0,3.0,2.0,,3.0,,,2,70234,10455,3010.0,900.0,2,0.9,8.1,-5.8,-0.5,H,2.0,2.0,3.0,3.0,1.0,4.0,1.0,,3.0,0,5.0,,,,2,五影　慶則氏,9.0,0,9.0,4.0,2.0,2.0,8.0,3.0,20.6,53.9,2,,2222112222222222,,,,721.0,125.0,812.0,0.1,8.0,1.0,10600,38,,0,,,001009,2,20251015,,ＪＯＪＩ　ＳＴＡＢＬＥ,C,5,,20251122,08_4_5_08
8,25,4,5,8,13,21105702,プシプシーナ,37.0,0.3,-1.0,0.0,0.0,0.0,36.3,1,,3.0,21.0,31.5,10,6.2,10,,,,,,,,,,7.0,3.0,-11.3,-10.2,3,3,5.0,203,23.0,2.0,12.0,,3,北村友一,560,,小栗実,栗東,2110570220250621.0,2110570220250419.0,2110570220250201.0,2110570220241019.0,2110570220240629.0,9253509.0,9252710.0,8251112.0,8245510.0,3242110.0,7,,,,,,,,2,,10522,10503,1811.0,900.0,2,-5.5,3.1,-25.1,-1.6,H,5.0,5.0,4.0,5.0,3.0,3.0,16.0,30.0,2.0,1,,,,,2,吉田　和美氏,6.0,0,7.0,5.0,6.0,6.0,15.0,5.0,1.9,9.6,2,,2223222231332333,162.0,,,398.0,812.0,889.0,-0.2,11.0,1.0,10574,41,,0,A4,1.0,200001,1,20251031,22.0,ノーザンファームしがらき,A,3,,20251122,08_4_5_08
8,25,4,5,8,14,20110127,ジョヴィアン,42.0,0.3,0.0,0.0,0.0,0.0,42.3,1,5.0,3.0,5.0,23.6,9,4.8,9,,,,,3.0,1.0,,,2.0,22.0,22.0,-4.5,-4.8,3,3,4.9,244,2.0,1.0,32.0,,3,幸英明,580,,井上智史,栗東,2011012720251012.0,2011012720250817.0,2011012720250726.0,2011012720250601.0,2011012720250412.0,5254412.0,7253806.0,7253106.0,,3251110.0,7,,,,,,,1.0,,2,10419,10523,4183.0,900.0,2,0.8,7.8,-13.4,0.1,H,1.0,,2.0,1.0,,2.0,8.0,13.0,1.0,1,2.0,,,,1,吉田　和美氏,6.0,6,2.0,5.0,3.0,3.0,14.0,2.0,1.8,9.3,2,,2321322212333222,,,,360.0,90.0,182.0,-0.1,0.0,12.0,30468,67,1.0,0,A1,,000101,1,20251030,23.0,ノーザンファームしがらき,A,3,,20251122,08_4_5_08
8,25,4,5,8,15,21103706,アルジェンタージョ,47.0,0.2,0.0,0.0,0.0,0.0,47.2,3,1.0,3.0,3.0,38.8,12,7.4,12,,,,,1.0,,,1.0,3.0,11.0,12.0,-11.2,-7.4,3,3,3.4,143,4.0,3.0,32.0,,,Ｔ．マーカン,560,,伊藤圭三,美浦,2110370620251025.0,2110370620250927.0,2110370620250809.0,2110370620250727.0,2110370620250524.0,5254812.0,6254812.0,4252510.0,4252208.0,8252912.0,8,7.0,6.0,,,,,,,2,70354,10330,2865.0,900.0,2,-13.9,-2.0,0.5,-7.0,H,15.0,15.0,4.0,14.0,11.0,5.0,4.0,5.0,3.0,0,5.0,,,,2,ntl`@@@@@@@@@@@@@@@,,0,13.0,5.0,15.0,13.0,4.0,11.0,1.3,6.7,3,,2223312222332322,162.0,,,434.0,395.0,162.0,-0.5,25.0,12.0,10582,37,,0,,,000001,1,20251111,11.0,オークヒルファーム,D,3,,20251122,08_4_5_08
