場コード,年,回,日,R,馬番,血統登録番号,馬名,ＩＤＭ,騎手指数,情報指数,予備1,予備2,予備3,総合指数,脚質,距離適性,上昇度,ローテーション,基準オッズ,基準人気順位,基準複勝オッズ,基準複勝人気順位,特定情報◎,特定情報○,特定情報▲,特定情報△,特定情報×,総合情報◎,総合情報○,総合情報▲,総合情報△,総合情報×,人気指数,調教指数,厩舎指数,調教矢印コード,厩舎評価コード,騎手期待連対率,激走指数,蹄コード,重適正コード,クラスコード,予備,ブリンカー,騎手名,負担重量,見習い区分,調教師名,調教師所属,前走1競走成績キー,前走2競走成績キー,前走3競走成績キー,前走4競走成績キー,前走5競走成績キー,前走1レースキー,前走2レースキー,前走3レースキー,前走4レースキー,前走5レースキー,枠番,総合印,ＩＤＭ印,情報印,騎手印,厩舎印,調教印,激走印,芝適性コード,ダ適性コード,騎手コード,調教師コード,獲得賞金,収得賞金,条件クラス,テン指数,ペース指数,上がり指数,位置指数,ペース予想,道中順位,道中差,道中内外,後3Ｆ順位,後3Ｆ差,後3Ｆ内外,ゴール順位,ゴール差,ゴール内外,展開記号,距離適性2,枠確定馬体重,枠確定馬体重増減,取消フラグ,性別コード,馬主名,馬主会コード,馬記号コード,激走順位,LS指数順位,テン指数順位,ペース指数順位,上がり指数順位,位置指数順位,騎手期待単勝率,騎手期待3着内率,輸送区分,走法,体型,体型総合1,体型総合2,体型総合3,馬特記1,馬特記2,馬特記3,馬スタート指数,馬出遅率,参考前走,参考前走騎手コード,万券指数,万券印,降級フラグ,激走タイプ,休養理由分類コード,フラグ,入厩何走目,入厩年月日,入厩何日前,放牧先,放牧先ランク,厩舎ランク,改行,年月日,race_key
3,25,3,5,1,1,23103288,ロココ,19.0,0.2,-1.0,0.0,0.0,0.0,18.2,4,,3.0,5.0,37.1,11,7.4,11,,,,1.0,,,,,9.0,,8.0,-11.9,-14.6,3,3,3.4,114,24.0,2.0,38.0,,,丸山元気,550,,根本康広,美浦,2310328820251013.0,2310328820250720.0,2310328820250705.0,,,5254501.0,3252804.0,3252304.0,,,1,,,,,,,,3,3,10547,10334,,,0,-11.4,-9.3,-20.2,-9.8,H,5.0,15.0,2.0,8.0,14.0,2.0,7.0,14.0,3.0,0,,,,,2,内田　裕美氏,,0,8.0,6.0,6.0,8.0,8.0,9.0,1.3,6.7,2,,2323233222332333,162.0,,,162.0,189.0,,0.2,33.0,2.0,10547,29,,0,A4,,010000,1,20251105,17.0,テンコートレーニングセンター,D,8,,20251122,03_3_5_01
3,25,3,5,1,2,23103809,プレザントトーン,20.0,0.4,-1.0,0.0,0.0,0.0,19.4,4,1.0,3.0,15.0,21.5,9,4.6,9,,,,,,1.0,1.0,1.0,4.0,,21.0,-12.3,-10.0,3,3,6.3,84,11.0,2.0,38.0,,,今村聖奈,530,9.0,武幸四郎,栗東,2310380920250803.0,2310380920250629.0,2310380920250614.0,,,1251401.0,2251601.0,2251105.0,,,2,,,,,,,,3,3,10613,10469,,,0,-12.9,-18.2,-14.5,-13.8,H,7.0,16.0,3.0,11.0,18.0,2.0,5.0,12.0,1.0,0,,,,,2,吉田　晴哉氏,4.0,0,12.0,6.0,7.0,13.0,5.0,11.0,2.4,11.5,3,,2222222221222222,162.0,,,162.0,,,-0.8,67.0,1.0,10642,35,5.0,0,,1.0,010001,1,20251104,18.0,宇治田原優駿ステーブル,A,3,,20251122,03_3_5_01
3,25,3,5,1,3,23106937,クリソプテロン,10.0,0.2,0.0,0.0,0.0,0.0,10.2,3,2.0,3.0,8.0,35.7,10,7.2,10,,,,3.0,,,,1.0,5.0,,11.0,-9.9,-3.6,3,3,3.4,136,2.0,2.0,38.0,,1,富田暁,550,,浜田多実雄,栗東,2310693720250920.0,2310693720250907.0,,,,9254601.0,6254206.0,,,,3,,,,,,,1.0,,3,10588,10447,,,0,-6.5,-3.3,-45.2,-12.6,H,2.0,9.0,2.0,5.0,12.0,2.0,14.0,33.0,1.0,0,,,,,2,Tf[[VO@@@@@@@@@@,6.0,0,5.0,6.0,3.0,3.0,14.0,10.0,1.3,6.7,3,,2332212211332333,,,,,,,0.0,0.0,1.0,10605,29,,0,A2,,000001,1,20251029,24.0,ノーザンファームしがらき,A,5,,20251122,03_3_5_01
3,25,3,5,1,4,23102891,グロリアス,34.0,0.8,2.6,0.0,0.0,0.0,37.4,2,2.0,3.0,5.0,13.2,6,3.1,6,1.0,1.0,,5.0,,4.0,1.0,5.0,48.0,,95.0,11.8,15.0,3,3,13.4,135,10.0,2.0,38.0,,1,松本大輝,540,1.0,新谷功一,栗東,2310289120251012.0,2310289120250928.0,,,,8253402.0,9254904.0,,,,3,3.0,2.0,5.0,6.0,5.0,4.0,1.0,,3,10611,10481,246.0,,0,-25.9,-12.1,-0.3,-3.7,H,10.0,19.0,2.0,9.0,14.0,5.0,1.0,,5.0,2,,,,,2,飯田　貴大氏,,0,6.0,6.0,12.0,9.0,1.0,5.0,6.0,22.5,3,,2222222222222222,162.0,,,465.0,78.0,162.0,0.0,0.0,2.0,10628,57,1.0,0,A3,,000001,1,20251030,23.0,島上牧場,A,6,,20251122,03_3_5_01
3,25,3,5,1,5,23104086,エルヴ,10.0,0.2,-1.0,0.0,0.0,0.0,9.2,4,,3.0,7.0,47.7,14,9.4,14,,,,,,,,,3.0,,3.0,-12.3,-10.0,3,3,3.4,146,10.0,2.0,18.0,,,藤懸貴志,550,,羽月友彦,栗東,2310408620250927.0,,,,,9254804.0,,,,,4,,,,,,,,3,,10558,10401,,,0,-26.3,-18.0,-27.0,-14.0,H,13.0,26.0,2.0,13.0,23.0,2.0,12.0,29.0,2.0,4,,,,,2,永田　和彦氏,7.0,0,4.0,6.0,13.0,12.0,11.0,13.0,1.3,6.7,3,,3222222222222222,,,,,,,-1.0,99.9,,10558,35,4.0,0,B1,,210000,1,20251025,28.0,チャンピオンヒルズ,A,8,,20251122,03_3_5_01
3,25,3,5,1,6,23104393,クレマチス,37.0,1.4,3.3,0.0,0.0,0.0,41.7,4,2.0,3.0,2.0,6.9,4,2.1,4,1.0,,1.0,5.0,,12.0,5.0,12.0,32.0,,220.0,14.5,20.0,3,3,24.0,105,10.0,3.0,38.0,,,鮫島克駿,550,,杉山佳明,栗東,2310439320251101.0,,,,,,,,,,4,1.0,1.0,4.0,4.0,4.0,2.0,,,3,10578,10487,75.0,,0,-10.5,-3.9,-10.1,-3.0,H,6.0,15.0,4.0,3.0,11.0,4.0,2.0,4.0,3.0,3,,,,,2,ノースヒルズ,8.0,0,10.0,3.0,5.0,4.0,2.0,3.0,11.4,36.4,3,,2222222222222222,,,,,,,0.0,0.0,1.0,10578,31,,0,,,000000,2,20250926,,大山ヒルズ,A,3,,20251122,03_3_5_01
3,25,3,5,1,7,23102345,ライブリピュア,10.0,0.2,0.0,0.0,0.0,0.0,10.2,4,,3.0,6.0,47.3,13,9.3,13,,,,,,,,,5.0,,3.0,-7.1,-13.2,3,3,3.4,77,11.0,2.0,38.0,,,遠藤汰月,520,3.0,尾形和幸,美浦,2310234520251005.0,,,,,5254206.0,,,,,5,,,,,,,,,3,10638,10450,,,0,-30.3,-30.6,-10.8,-16.0,H,14.0,29.0,2.0,14.0,27.0,2.0,11.0,25.0,1.0,3,,,,,2,加藤　哲郎氏,9.0,0,14.0,6.0,14.0,14.0,3.0,14.0,1.3,6.7,2,,2213233221222322,162.0,,,162.0,,,0.0,0.0,1.0,10638,21,,0,,,010000,1,20251112,10.0,松風馬事センター,C,6,,20251122,03_3_5_01
3,25,3,5,1,8,23105317,ウィングブルー,33.0,3.1,5.3,0.0,0.0,0.0,41.4,1,5.0,3.0,2.0,2.7,1,1.3,1,4.0,1.0,2.0,,,28.0,26.0,7.0,6.0,,557.0,19.2,34.9,2,1,52.9,190,24.0,1.0,38.0,,,斎藤新,550,,斎藤誠,美浦,2310531720251102.0,2310531720251013.0,2310531720250920.0,2310531720250719.0,2310531720250622.0,,5254501.0,6254601.0,3252703.0,5253605.0,5,2.0,3.0,1.0,1.0,1.0,1.0,,3,2,10598,10396,690.0,,0,6.9,9.0,-29.5,1.1,H,1.0,,2.0,1.0,,2.0,3.0,6.0,1.0,1,2.0,,,,2,小山田　明人氏,,0,1.0,1.0,1.0,1.0,12.0,1.0,31.9,66.4,2,,2223332122332323,,,,421.0,162.0,,0.4,0.0,2.0,10598,38,3.0,0,,,000009,4,20250902,,ノーザンファーム天栄,A,5,,20251122,03_3_5_01
3,25,3,5,1,9,23105555,ウォータースパウト,22.0,0.2,0.0,0.0,0.0,0.0,22.2,4,,3.0,5.0,39.8,12,7.9,12,,,,,,1.0,,3.0,9.0,,13.0,-11.9,7.3,3,3,3.4,122,22.0,2.0,38.0,,,佐々木大輔,550,,小笠倫弘,美浦,2310555520251012.0,2310555520250726.0,,,,5254401.0,1251105.0,,,,6,,,,,,,,,3,10617,10386,,,0,-5.3,-7.6,-22.8,-9.4,H,3.0,13.0,2.0,6.0,13.0,3.0,8.0,15.0,2.0,0,,,,,2,O[t@[@@@@@@@@@@@,5.0,0,7.0,2.0,2.0,7.0,10.0,8.0,1.3,6.7,2,,2223232222331122,162.0,,,78.0,162.0,189.0,-0.6,0.0,1.0,10617,34,6.0,0,B2,,000000,1,20251105,17.0,エスティファーム小見川,C,3,,20251122,03_3_5_01
3,25,3,5,1,10,23104372,セレーノ,23.0,0.4,0.0,0.0,0.0,0.0,23.4,4,5.0,3.0,6.0,20.8,8,4.5,8,,,,2.0,,2.0,,,12.0,,18.0,-5.8,-10.0,2,3,6.3,172,11.0,3.0,38.0,,,永島まなみ,530,9.0,高橋亮,栗東,2310437220251005.0,2310437220250719.0,2310437220250621.0,,,8253201.0,,2251305.0,,,6,7.0,,,,,,1.0,3,3,10607,10445,,,0,-18.7,-16.1,-12.7,-13.8,H,12.0,20.0,3.0,12.0,20.0,2.0,9.0,16.0,1.0,0,,,,,2,ノースヒルズ,8.0,0,2.0,6.0,11.0,11.0,4.0,12.0,2.4,11.5,3,,2322222221222222,162.0,,,162.0,,,-1.0,33.0,1.0,10607,46,2.0,0,A1,,000000,1,20251101,21.0,大山ヒルズ,A,3,,20251122,03_3_5_01
3,25,3,5,1,11,23100051,ジルコンテソーロ,16.9,0.8,2.1,0.0,0.0,0.0,19.8,2,,3.0,12.0,12.1,5,2.9,5,,,,7.0,,5.0,1.0,3.0,29.0,,130.0,9.5,11.9,3,3,13.4,111,23.0,2.0,18.0,,,木幡巧也,550,,牧光二,美浦,2310005120250824.0,,,,,4253205.0,,,,,7,,,6.0,5.0,6.0,6.0,,3,,10582,10415,,,0,-15.5,-13.0,-34.2,-3.0,H,8.0,17.0,2.0,7.0,13.0,4.0,13.0,31.0,3.0,4,,,,,2,z[fBOX@@@@@@,6.0,0,9.0,6.0,10.0,10.0,13.0,3.0,6.0,22.5,2,,221332    332233,162.0,136.0,,422.0,421.0,162.0,0.0,0.0,,10582,32,8.0,0,,1.0,200000,1,20251104,18.0,阿見トレーニングセンター,C,7,,20251122,03_3_5_01
3,25,3,5,1,12,23103771,ティナンヴァランタ,31.0,0.7,0.7,0.0,0.0,0.0,32.4,3,2.0,3.0,3.0,14.9,7,3.4,7,,,1.0,5.0,,2.0,1.0,3.0,52.0,,114.0,6.9,0.7,3,3,11.6,78,4.0,2.0,38.0,,,石神深道,520,3.0,森一誠,美浦,2310377120251026.0,2310377120250622.0,,,,4254401.0,5253605.0,,,,7,6.0,4.0,,,,,,3,3,10629,10510,84.0,,0,-14.8,-5.0,-20.4,-8.2,H,11.0,19.0,4.0,10.0,15.0,3.0,10.0,17.0,3.0,0,,,,,2,fP[VO@@@@@@@@@@@@,6.0,0,13.0,6.0,8.0,6.0,9.0,7.0,4.9,19.5,2,,2332223322332222,162.0,136.0,,734.0,162.0,421.0,0.0,0.0,1.0,10629,26,,0,,,000000,2,20251001,,山元トレーニングセンター,A,1,,20251122,03_3_5_01
3,25,3,5,1,13,23105452,アーティラリー,30.0,1.6,3.9,0.0,0.0,0.0,35.5,2,2.0,3.0,1.0,5.1,2,1.7,2,,3.0,2.0,2.0,,7.0,17.0,16.0,26.0,,268.0,14.2,25.3,2,3,27.7,101,23.0,3.0,38.0,,,菊沢一樹,550,,松山将樹,美浦,2310545220251108.0,2310545220251013.0,2310545220250921.0,,,3253101.0,5254501.0,6254704.0,,,8,4.0,5.0,3.0,2.0,3.0,3.0,,3,3,10581,10410,280.0,,0,-8.9,-2.2,-19.1,-8.0,H,4.0,13.0,3.0,2.0,11.0,3.0,4.0,9.0,2.0,0,,,,,2,石瀬　浩三氏,8.0,0,11.0,5.0,4.0,2.0,7.0,6.0,13.3,40.9,2,,2222212222332333,,,,119.0,449.0,874.0,-0.5,67.0,2.0,10581,24,,0,,,000000,2,20251028,,ＫＳトレーニングセンター,C,7,,20251122,03_3_5_01
3,25,3,5,1,14,23104945,ジェネチェン,28.0,1.4,3.9,0.0,0.0,0.0,33.3,2,2.0,3.0,1.0,5.3,3,1.8,3,1.0,2.0,1.0,3.0,,5.0,15.0,14.0,30.0,,277.0,11.6,27.3,3,3,24.0,150,23.0,2.0,38.0,,,丹内祐次,550,,角田晃一,栗東,2310494520251108.0,2310494520250906.0,2310494520250803.0,,,3253101.0,1252501.0,1251405.0,,,8,5.0,6.0,2.0,3.0,2.0,5.0,,3,2,10515,10430,271.0,,0,-15.0,-5.0,-18.3,-1.9,H,9.0,17.0,4.0,4.0,11.0,5.0,6.0,13.0,4.0,0,,,,,2,フィールドレーシング,,0,3.0,4.0,9.0,5.0,6.0,2.0,10.0,39.7,3,,2112222221222222,162.0,,,102.0,39.0,153.0,0.7,0.0,1.0,10515,32,7.0,0,,,000000,2,20251021,,キャニオンファーム土山,B,5,,20251122,03_3_5_01
3,25,3,5,2,1,22106190,ラインパシオン,34.0,0.2,-1.0,0.0,0.0,0.0,33.2,3,1.0,3.0,4.0,38.8,13,7.6,13,,,,1.0,,1.0,,1.0,5.0,,22.0,-6.6,-16.3,3,3,3.4,150,23.0,2.0,15.0,,,舟山瑠泉,520,3.0,水野貴広,美浦,2210619020251018.0,2210619020250824.0,2210619020250726.0,2210619020250524.0,2210619020250426.0,4254112.0,4253207.0,4252108.0,4251709.0,3251509.0,1,,,,,,,,3,2,10641,10404,720.0,400.0,1,-17.9,-20.7,-11.4,-11.4,H,14.0,17.0,2.0,15.0,16.0,2.0,15.0,19.0,1.0,4,,,,,2,大澤　繁昌氏,7.0,0,3.0,5.0,14.0,16.0,9.0,14.0,1.3,6.7,2,,3333333332333333,,,,734.0,234.0,729.0,-0.4,0.0,,10627,36,8.0,0,B1,,100001,1,20251111,11.0,西山牧場阿見分場,D,8,,20251122,03_3_5_02
3,25,3,5,2,2,22106122,タルトポワール,42.1,1.2,1.3,0.0,0.0,0.0,44.6,2,1.0,3.0,30.0,8.8,5,2.4,5,,,3.0,4.0,,4.0,3.0,16.0,32.0,,123.0,6.0,7.6,2,2,20.5,130,4.0,1.0,35.0,,,丹内祐次,550,,清水英克,美浦,2210612220250419.0,2210612220250330.0,2210612220250308.0,2210612220241222.0,,3251301.0,6253202.0,6252303.0,6245805.0,,1,4.0,5.0,4.0,3.0,6.0,5.0,,,2,10515,10390,920.0,400.0,1,-5.7,-2.9,-6.9,-4.3,H,8.0,8.0,2.0,7.0,7.0,2.0,2.0,3.0,2.0,4,,,,,2,EGXgDtHXgDXeCu@@@,,0,9.0,1.0,7.0,8.0,4.0,7.0,7.0,32.3,2,,2332233221333322,,,,171.0,,,0.3,0.0,1.0,10515,38,7.0,0,,1.0,001000,1,20251112,10.0,松風馬事センター,C,7,,20251122,03_3_5_02
3,25,3,5,2,3,22100091,キャリーグレイス,38.0,0.2,0.0,0.0,0.0,0.0,38.2,2,1.0,3.0,3.0,37.1,12,7.3,12,,,1.0,2.0,,1.0,,1.0,10.0,,10.0,-6.3,-10.0,3,3,3.4,155,11.0,2.0,35.0,,,菊沢一樹,550,,寺島良,栗東,2210009120251025.0,2210009120250830.0,2210009120250705.0,2210009120250628.0,2210009120250615.0,4254304.0,1252307.0,2251708.0,2251508.0,2251207.0,2,,,,,,,1.0,3,2,10581,10467,1135.0,400.0,1,-3.5,0.7,-15.1,-2.4,H,2.0,4.0,2.0,3.0,4.0,2.0,8.0,6.0,2.0,0,,,,,2,水上　ふじ子氏,6.0,0,2.0,5.0,4.0,4.0,12.0,5.0,1.3,6.7,3,,2222122112222222,,,,434.0,734.0,57.0,0.0,23.0,1.0,10581,43,4.0,0,A1,,000000,1,20251111,11.0,吉澤ステーブルＷＥＳＴ,B,3,,20251122,03_3_5_02
3,25,3,5,2,4,21104455,アルヘンティニータ,42.0,0.8,0.3,0.0,0.0,0.0,43.1,2,1.0,3.0,1.0,13.3,6,3.1,6,,,,7.0,,2.0,1.0,2.0,43.0,,132.0,-3.6,6.0,3,3,13.4,109,10.0,3.0,35.0,,,杉原誠人,560,,西村真幸,栗東,2110445520251108.0,2110445520250525.0,2110445520250426.0,2110445520241008.0,2110445520240925.0,3253104.0,4251807.0,3251508.0,,,2,7.0,6.0,,6.0,,,,2,3,10555,10457,338.0,90.0,1,-0.9,1.5,-11.4,-1.9,H,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,0,,,,,2,宮崎　俊也氏,0.0,5,14.0,5.0,2.0,2.0,10.0,4.0,6.0,22.5,3,,2322332222332322,,,,167.0,343.0,,-0.3,43.0,1.0,10555,40,5.0,0,,,000000,2,20251015,,ドラゴンファーム,C,8,,20251122,03_3_5_02
3,25,3,5,2,5,22104515,ビーアイフォルテ,37.0,0.4,0.0,0.0,0.0,0.0,37.4,1,1.0,3.0,13.0,28.2,11,5.7,11,,,,2.0,,,,1.0,14.0,,9.0,-3.0,-10.0,3,3,6.3,146,11.0,1.0,15.0,,,鮫島克駿,550,,牧田和弥,栗東,2210451520250817.0,2210451520250803.0,2210451520250412.0,2210451520250322.0,2210451520241207.0,7253812.0,7253410.0,6253502.0,9251701.0,8247303.0,3,,,,,,,,3,2,10578,10432,560.0,400.0,1,-6.6,-2.0,-8.5,-0.2,H,5.0,6.0,2.0,4.0,4.0,3.0,9.0,6.0,4.0,1,,,,,2,礒川　正明氏,9.0,0,6.0,5.0,10.0,6.0,6.0,1.0,2.4,11.5,3,,3223332231332222,162.0,,,162.0,,,0.2,0.0,3.0,30182,35,,0,A4,1.0,100001,1,20251104,18.0,名張ホースランドパーク,A,6,,20251122,03_3_5_02
3,25,3,5,2,6,20104340,ハッピーパンニャ,46.0,1.1,2.0,0.0,0.0,0.0,49.1,4,1.0,3.0,3.0,8.8,4,2.4,4,,,2.0,4.0,,1.0,1.0,8.0,45.0,,158.0,11.0,10.1,3,3,18.2,126,3.0,2.0,35.0,,,津村明秀,580,,鈴木伸尋,美浦,2010434020251025.0,2010434020251018.0,2010434020250907.0,2010434020250816.0,2010434020250614.0,4254307.0,4254112.0,6254212.0,4252711.0,5253308.0,3,3.0,2.0,3.0,5.0,5.0,3.0,,2,3,10507,10332,1914.0,400.0,1,-17.9,-13.7,5.1,-12.5,H,16.0,18.0,3.0,16.0,16.0,3.0,5.0,4.0,5.0,2,,,,,1,足立　範子氏,5.0,0,10.0,5.0,15.0,15.0,1.0,15.0,7.8,29.7,2,,2322122222332233,162.0,,,173.0,422.0,343.0,-0.6,25.0,1.0,10436,51,1.0,0,,,000009,3,20251001,,ブルーステーブル,B,3,,20251122,03_3_5_02
3,25,3,5,2,7,22105966,アイドル,45.0,3.1,3.7,0.0,0.0,0.0,51.8,2,1.0,3.0,1.0,2.9,1,1.4,1,6.0,1.0,,,,29.0,32.0,4.0,2.0,,555.0,20.9,18.3,2,2,52.9,182,23.0,3.0,34.0,,3,荻野極,550,,上原佑紀,美浦,2210596620251108.0,2210596620250720.0,2210596620250706.0,2210596620250621.0,2210596620250607.0,3253104.0,3252807.0,3252406.0,5253507.0,5253106.0,4,1.0,3.0,1.0,1.0,1.0,1.0,,3,3,10580,10501,1640.0,400.0,1,-4.2,0.3,-8.2,-2.7,H,4.0,4.0,4.0,5.0,4.0,5.0,10.0,6.0,5.0,0,,,,,2,石川　達絵氏,5.0,0,1.0,2.0,5.0,5.0,5.0,6.0,31.9,66.4,2,,2332132222332322,,,,366.0,171.0,421.0,0.6,0.0,1.0,10580,29,,0,,,000000,2,20251016,,ノーザンファーム天栄,A,1,,20251122,03_3_5_02
3,25,3,5,2,8,20105525,カツノテンス,34.0,0.1,-1.0,0.0,0.0,0.0,33.1,2,1.0,3.0,7.0,75.4,16,13.7,16,,,,,,,,,1.0,,,-11.9,-20.0,3,3,1.8,113,24.0,2.0,35.0,,,遠藤汰月,550,3.0,伊藤伸一,美浦,2010552520250927.0,2010552520250913.0,2010552520250824.0,2010552520250713.0,2010552520250518.0,6254808.0,6254308.0,4253207.0,3252608.0,4251609.0,4,,,,,,,,3,2,10638,10340,695.0,160.0,1,-11.4,-5.8,-10.4,-4.9,H,11.0,12.0,2.0,10.0,9.0,2.0,12.0,9.0,1.0,0,,,,,1,Y@@@@@@@@@@@@@@@,7.0,5,12.0,5.0,11.0,10.0,8.0,8.0,0.6,3.6,2,,3333322222333333,162.0,,,351.0,734.0,120.0,0.1,0.0,2.0,10638,23,,0,,,000009,1,20251101,21.0,テンコートレーニングセンター,D,8,,20251122,03_3_5_02
3,25,3,5,2,9,22101938,グルーヴィーオン,40.0,0.4,0.0,0.0,0.0,0.0,40.4,3,,3.0,8.0,20.1,9,4.3,9,,,,2.0,,1.0,,2.0,14.0,,38.0,-0.9,-4.7,3,3,6.3,37,24.0,3.0,35.0,,3,永島まなみ,530,9.0,小手川準,美浦,2210193820250920.0,2210193820250722.0,2210193820250615.0,2210193820250525.0,2210193820250510.0,6254603.0,,5253401.0,,5252501.0,5,,,,,,,,,3,10607,10480,140.0,400.0,1,-5.8,0.9,-11.5,-5.4,H,9.0,8.0,3.0,9.0,7.0,4.0,7.0,5.0,3.0,0,,,,,2,チームユッキレーシング,2.0,0,16.0,5.0,8.0,3.0,11.0,10.0,2.4,11.5,2,,2222323222332233,162.0,,,162.0,,,0.2,20.0,1.0,10604,19,,0,,,000001,1,20251104,18.0,有限会社高橋トレーニングセンター,D,7,,20251122,03_3_5_02
3,25,3,5,2,10,22105909,アースミューズ,37.0,0.3,0.8,0.0,0.0,0.0,38.1,2,1.0,3.0,15.0,25.0,10,5.1,10,,,,2.0,,,,1.0,31.0,,49.0,-5.6,12.2,2,3,5.5,110,23.0,3.0,35.0,,,松岡正海,550,,粕谷昌央,美浦,2210590920250802.0,2210590920250712.0,2210590920250628.0,2210590920250309.0,2210590920250201.0,1251306.0,2251912.0,2251508.0,6252406.0,8251107.0,5,,,6.0,,3.0,,,,2,10500,10407,960.0,400.0,1,-2.3,-6.8,-9.0,-5.3,H,6.0,6.0,3.0,8.0,7.0,3.0,11.0,8.0,2.0,0,,,,,2,松山　増男氏,1.0,0,13.0,5.0,3.0,11.0,7.0,9.0,2.1,10.6,2,,2322132221223322,,,,365.0,484.0,,-0.3,0.0,21.0,10500,28,,0,,3.0,000000,1,20251023,30.0,吉澤ステーブルＥＡＳＴ,C,8,,20251122,03_3_5_02
3,25,3,5,2,11,21103257,チャコール,41.3,1.1,0.8,0.0,0.0,0.0,43.2,2,1.0,3.0,12.0,8.7,3,2.4,3,,1.0,1.0,5.0,,4.0,6.0,9.0,44.0,,112.0,10.7,-0.7,2,3,18.6,146,2.0,3.0,35.0,,,横山武史,560,,矢野英一,美浦,2110325720250920.0,2110325720250824.0,2110325720250803.0,2110325720250419.0,2110325720241130.0,6254608.0,4253212.0,4252410.0,3251307.0,7244102.0,6,6.0,,5.0,4.0,,4.0,,3,2,10590,10417,1310.0,400.0,1,-11.9,-11.0,0.8,-6.8,H,12.0,12.0,3.0,12.0,11.0,2.0,4.0,4.0,4.0,3,,,,,2,落合　幸弘氏,3.0,0,6.0,5.0,12.0,13.0,2.0,11.0,8.3,30.1,2,,3113122222221233,162.0,,,162.0,234.0,367.0,-0.4,14.0,3.0,10507,47,2.0,0,,3.0,000001,1,20251031,22.0,松風馬事センター,C,7,,20251122,03_3_5_02
3,25,3,5,2,12,21104792,メードス,25.0,0.1,-1.0,0.0,0.0,0.0,24.1,2,2.0,3.0,19.0,73.0,14,13.3,14,,,,,,1.0,,,1.0,,1.0,-12.3,-10.0,3,3,1.8,118,10.0,3.0,35.0,,3,原優介,580,,佐藤悠太,栗東,2110479220250706.0,2110479220250604.0,2110479220250522.0,2110479220250507.0,2110479220250424.0,10252412.0,39256405.0,,39255707.0,,6,,,,,,,,,2,10604,10514,415.0,150.0,1,-22.9,-12.9,-38.2,-12.6,H,15.0,17.0,4.0,14.0,15.0,4.0,16.0,45.0,3.0,4,,,,,3,fP[VO@@@@@@@@@@@@,6.0,5,11.0,5.0,16.0,14.0,16.0,16.0,0.6,3.6,3,,1112222222222222,,,,167.0,,,0.0,0.0,,30182,28,,0,B2,7.0,000211,1,20251108,14.0,グリーンウッド・トレーニング,B,3,,20251122,03_3_5_02
3,25,3,5,2,13,22102264,エベリンテソーロ,43.0,0.7,0.0,0.0,0.0,0.0,43.7,1,1.0,3.0,8.0,15.1,7,3.4,7,,,,3.0,,7.0,,6.0,16.0,,103.0,-0.1,-4.7,2,3,11.6,149,3.0,1.0,35.0,,3,上里直汰,520,3.0,加藤士津八,美浦,2210226420250920.0,2210226420250629.0,2210226420250413.0,2210226420250330.0,2210226420250111.0,6254603.0,3252207.0,6253608.0,6253206.0,6251301.0,7,5.0,4.0,,,,6.0,1.0,,2,10637,10478,740.0,400.0,1,3.3,10.2,-18.7,-1.8,H,1.0,,2.0,1.0,,2.0,6.0,5.0,1.0,1,,,,,2,z[fBOX@@@@@@,6.0,0,4.0,3.0,1.0,1.0,13.0,3.0,4.9,19.5,2,,2333322212332233,162.0,,,162.0,57.0,,0.3,17.0,1.0,10582,46,3.0,0,A2,,000001,1,20251105,17.0,有限会社高橋トレーニングセンター,D,2,,20251122,03_3_5_02
3,25,3,5,2,14,20106930,シャーンゴッセ,46.1,2.1,3.2,0.0,0.0,0.0,51.4,3,1.0,3.0,1.0,4.0,2,1.6,2,1.0,5.0,,1.0,,13.0,24.0,11.0,17.0,,388.0,16.6,16.7,3,2,35.5,141,18.0,2.0,34.0,,,鷲頭虎太,560,2.0,蛯名正義,美浦,2010693020251108.0,2010693020250925.0,2010693020250726.0,2010693020250713.0,2010693020250517.0,3253108.0,,4252110.0,3252608.0,4251512.0,7,2.0,1.0,2.0,2.0,2.0,2.0,,3,2,10622,10500,3810.0,500.0,1,-6.6,-3.3,-0.5,-7.9,H,10.0,11.0,4.0,11.0,9.0,3.0,1.0,,4.0,3,5.0,,,,3,C[[VO@@@@@@@@@@,,0,8.0,4.0,9.0,9.0,3.0,12.0,18.5,49.5,2,,3332322221322222,162.0,,,366.0,491.0,209.0,0.0,12.0,1.0,10622,35,,0,,,000000,2,20251009,,ミッドウェイファーム,A,3,,20251122,03_3_5_02
